9.3964 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002E74FDB2828>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002E74FEBF898>, multiSample=False, name='window1', numSamples=2, pos=[192.0, 108.0], screen=0, size=array([1536,  864]), stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.6801 	EXP 	Sound  set volume 1.000
10.6802 	EXP 	Sound  set volume 1.000
10.6855 	EXP 	Created rest_display = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='rest_display', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
10.6908 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
10.6938 	EXP 	Created fixationmain = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixationmain', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='norm', win=Window(...), wrapWidth=1)
10.6983 	EXP 	Created task_display = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='task_display', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
10.7027 	EXP 	Created rest_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='rest_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
10.7029 	EXP 	Sound  set volume 1.000
10.7029 	EXP 	Sound  set volume 1.000
10.7073 	EXP 	Created rest_display = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='rest_display', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
10.7118 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
10.7143 	EXP 	Created fixationmain = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixationmain', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='norm', win=Window(...), wrapWidth=1)
10.7191 	EXP 	Created task_display = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='task_display', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
10.7236 	EXP 	Created rest_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='rest_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
10.7237 	EXP 	Sound  set volume 1.000
10.7238 	EXP 	Sound  set volume 1.000
10.7281 	EXP 	Created rest_display = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='rest_display', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
10.7591 	EXP 	intro_text: autoDraw = True
14.9023 	DATA 	Keypress: space
14.9115 	EXP 	intro_text: autoDraw = False
14.9115 	EXP 	text: autoDraw = True
31.0125 	DATA 	Keypress: right
32.0989 	DATA 	Keypress: space
32.1077 	EXP 	text: autoDraw = False
32.1077 	EXP 	ready_text: autoDraw = True
49.0664 	EXP 	Imported Stroop-short-trial-10event.xlsx as conditions, 10 conditions, 4 params
49.0667 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=None
49.0670 	EXP 	New trial (rep=0, index=0): OrderedDict([('word', 'XANH LÁ'), ('color', 'GREEN'), ('congruent', 1), ('corrans', 'right')])
49.2140 	EXP 	window1: recordFrameIntervals = False
49.2213 	DATA 	Keypress: space
49.2231 	EXP 	ready_text: autoDraw = False
49.2231 	EXP 	trial_text: color = 'GREEN (named)'
49.2231 	EXP 	trial_text: text = 'XANH LÁ'
49.2231 	EXP 	trial_display: color = 'white (named)'
49.2231 	EXP 	trial_display: pos = array([-0.8,  0.8])
49.2231 	EXP 	trial_display: text = 'Trial Session'
49.2231 	EXP 	trial_display: font = 'Arial'
49.2231 	EXP 	trial_display: height = 0.1
49.2231 	EXP 	fixationtrial: autoDraw = True
49.2231 	EXP 	trial_display: autoDraw = True
49.2231 	EXP 	trial_display: text = 'Trial Session'
49.2233 	EXP 	window1: recordFrameIntervals = False
49.8875 	EXP 	trial_text: autoDraw = True
49.8875 	EXP 	fixationtrial: autoDraw = False
51.1874 	EXP 	trial_text: autoDraw = False
52.0390 	EXP 	New trial (rep=0, index=1): OrderedDict([('word', 'VÀNG'), ('color', 'BLUE'), ('congruent', 1), ('corrans', 'up')])
52.0458 	EXP 	window1: recordFrameIntervals = False
52.0563 	EXP 	trial_text: autoDraw = False
52.0563 	EXP 	fixationtrial: autoDraw = False
52.0563 	EXP 	trial_display: autoDraw = False
52.0563 	EXP 	trial_text: color = 'BLUE (named)'
52.0563 	EXP 	trial_text: text = 'VÀNG'
52.0563 	EXP 	trial_display: color = 'white (named)'
52.0563 	EXP 	trial_display: pos = array([-0.8,  0.8])
52.0563 	EXP 	trial_display: text = 'Trial Session'
52.0563 	EXP 	trial_display: font = 'Arial'
52.0563 	EXP 	trial_display: height = 0.1
52.0563 	EXP 	fixationtrial: autoDraw = True
52.0563 	EXP 	trial_display: autoDraw = True
52.0563 	EXP 	trial_display: text = 'Trial Session'
52.0566 	EXP 	window1: recordFrameIntervals = False
52.8539 	EXP 	fixationtrial: autoDraw = False
52.8705 	EXP 	trial_text: autoDraw = True
53.7247 	DATA 	Keypress: right
54.1536 	EXP 	trial_text: autoDraw = False
54.3921 	DATA 	Keypress: down
55.0385 	EXP 	New trial (rep=0, index=2): OrderedDict([('word', 'XANH DƯƠNG'), ('color', 'BLUE'), ('congruent', 1), ('corrans', 'down')])
55.0521 	EXP 	window1: recordFrameIntervals = False
55.0598 	EXP 	trial_text: autoDraw = False
55.0598 	EXP 	fixationtrial: autoDraw = False
55.0598 	EXP 	trial_display: autoDraw = False
55.0598 	EXP 	trial_text: color = 'BLUE (named)'
55.0598 	EXP 	trial_text: text = 'XANH DƯƠNG'
55.0598 	EXP 	trial_display: color = 'white (named)'
55.0598 	EXP 	trial_display: pos = array([-0.8,  0.8])
55.0598 	EXP 	trial_display: text = 'Trial Session'
55.0598 	EXP 	trial_display: font = 'Arial'
55.0598 	EXP 	trial_display: height = 0.1
55.0598 	EXP 	fixationtrial: autoDraw = True
55.0598 	EXP 	trial_display: autoDraw = True
55.0598 	EXP 	trial_display: text = 'Trial Session'
55.0600 	EXP 	window1: recordFrameIntervals = False
55.8533 	EXP 	fixationtrial: autoDraw = False
55.8699 	EXP 	trial_text: autoDraw = True
56.3578 	DATA 	Keypress: down
57.1532 	EXP 	trial_text: autoDraw = False
58.0375 	EXP 	New trial (rep=0, index=3): OrderedDict([('word', 'ĐỎ'), ('color', 'GREEN'), ('congruent', 1), ('corrans', 'left')])
58.0435 	EXP 	window1: recordFrameIntervals = False
58.0530 	EXP 	trial_text: autoDraw = False
58.0530 	EXP 	fixationtrial: autoDraw = False
58.0530 	EXP 	trial_display: autoDraw = False
58.0530 	EXP 	trial_text: color = 'GREEN (named)'
58.0530 	EXP 	trial_text: text = 'ĐỎ'
58.0530 	EXP 	trial_display: color = 'white (named)'
58.0530 	EXP 	trial_display: pos = array([-0.8,  0.8])
58.0530 	EXP 	trial_display: text = 'Trial Session'
58.0530 	EXP 	trial_display: font = 'Arial'
58.0530 	EXP 	trial_display: height = 0.1
58.0530 	EXP 	fixationtrial: autoDraw = True
58.0530 	EXP 	trial_display: autoDraw = True
58.0530 	EXP 	trial_display: text = 'Trial Session'
58.0535 	EXP 	window1: recordFrameIntervals = False
58.8526 	EXP 	fixationtrial: autoDraw = False
58.8691 	EXP 	trial_text: autoDraw = True
59.6570 	DATA 	Keypress: left
60.0740 	DATA 	Keypress: up
60.1524 	EXP 	trial_text: autoDraw = False
60.2567 	DATA 	Keypress: right
61.0370 	EXP 	New trial (rep=0, index=4): OrderedDict([('word', 'VÀNG'), ('color', 'YELLOW'), ('congruent', 1), ('corrans', 'up')])
61.0408 	EXP 	window1: recordFrameIntervals = False
61.0522 	EXP 	trial_text: autoDraw = False
61.0522 	EXP 	fixationtrial: autoDraw = False
61.0522 	EXP 	trial_display: autoDraw = False
61.0522 	EXP 	trial_text: color = 'YELLOW (named)'
61.0522 	EXP 	trial_text: text = 'VÀNG'
61.0522 	EXP 	trial_display: color = 'white (named)'
61.0522 	EXP 	trial_display: pos = array([-0.8,  0.8])
61.0522 	EXP 	trial_display: text = 'Trial Session'
61.0522 	EXP 	trial_display: font = 'Arial'
61.0522 	EXP 	trial_display: height = 0.1
61.0522 	EXP 	fixationtrial: autoDraw = True
61.0522 	EXP 	trial_display: autoDraw = True
61.0522 	EXP 	trial_display: text = 'Trial Session'
61.0524 	EXP 	window1: recordFrameIntervals = False
61.8521 	EXP 	fixationtrial: autoDraw = False
61.8685 	EXP 	trial_text: autoDraw = True
63.0405 	DATA 	Keypress: up
63.1517 	EXP 	trial_text: autoDraw = False
64.0364 	EXP 	New trial (rep=0, index=5): OrderedDict([('word', 'VÀNG'), ('color', 'YELLOW'), ('congruent', 1), ('corrans', 'up')])
64.0371 	EXP 	window1: recordFrameIntervals = False
64.0521 	EXP 	trial_text: autoDraw = False
64.0521 	EXP 	fixationtrial: autoDraw = False
64.0521 	EXP 	trial_display: autoDraw = False
64.0521 	EXP 	trial_text: color = 'YELLOW (named)'
64.0521 	EXP 	trial_text: text = 'VÀNG'
64.0521 	EXP 	trial_display: color = 'white (named)'
64.0521 	EXP 	trial_display: pos = array([-0.8,  0.8])
64.0521 	EXP 	trial_display: text = 'Trial Session'
64.0521 	EXP 	trial_display: font = 'Arial'
64.0521 	EXP 	trial_display: height = 0.1
64.0521 	EXP 	fixationtrial: autoDraw = True
64.0521 	EXP 	trial_display: autoDraw = True
64.0521 	EXP 	trial_display: text = 'Trial Session'
64.0524 	EXP 	window1: recordFrameIntervals = False
64.8515 	EXP 	fixationtrial: autoDraw = False
64.8680 	EXP 	trial_text: autoDraw = True
65.4063 	DATA 	Keypress: up
66.1510 	EXP 	trial_text: autoDraw = False
67.0354 	EXP 	New trial (rep=0, index=6): OrderedDict([('word', 'ĐỎ'), ('color', 'RED'), ('congruent', 1), ('corrans', 'left')])
67.0385 	EXP 	window1: recordFrameIntervals = False
67.0507 	EXP 	trial_text: autoDraw = False
67.0507 	EXP 	fixationtrial: autoDraw = False
67.0507 	EXP 	trial_display: autoDraw = False
67.0507 	EXP 	trial_text: color = 'RED (named)'
67.0507 	EXP 	trial_text: text = 'ĐỎ'
67.0507 	EXP 	trial_display: color = 'white (named)'
67.0507 	EXP 	trial_display: pos = array([-0.8,  0.8])
67.0507 	EXP 	trial_display: text = 'Trial Session'
67.0507 	EXP 	trial_display: font = 'Arial'
67.0507 	EXP 	trial_display: height = 0.1
67.0507 	EXP 	fixationtrial: autoDraw = True
67.0507 	EXP 	trial_display: autoDraw = True
67.0507 	EXP 	trial_display: text = 'Trial Session'
67.0508 	EXP 	window1: recordFrameIntervals = False
67.8509 	EXP 	fixationtrial: autoDraw = False
67.8679 	EXP 	trial_text: autoDraw = True
68.3055 	DATA 	Keypress: left
69.1505 	EXP 	trial_text: autoDraw = False
70.0353 	EXP 	New trial (rep=0, index=7): OrderedDict([('word', 'ĐỎ'), ('color', 'RED'), ('congruent', 1), ('corrans', 'left')])
70.0359 	EXP 	window1: recordFrameIntervals = False
70.0505 	EXP 	trial_text: autoDraw = False
70.0505 	EXP 	fixationtrial: autoDraw = False
70.0505 	EXP 	trial_display: autoDraw = False
70.0505 	EXP 	trial_text: color = 'RED (named)'
70.0505 	EXP 	trial_text: text = 'ĐỎ'
70.0505 	EXP 	trial_display: color = 'white (named)'
70.0505 	EXP 	trial_display: pos = array([-0.8,  0.8])
70.0505 	EXP 	trial_display: text = 'Trial Session'
70.0505 	EXP 	trial_display: font = 'Arial'
70.0505 	EXP 	trial_display: height = 0.1
70.0505 	EXP 	fixationtrial: autoDraw = True
70.0505 	EXP 	trial_display: autoDraw = True
70.0505 	EXP 	trial_display: text = 'Trial Session'
70.0511 	EXP 	window1: recordFrameIntervals = False
70.8504 	EXP 	fixationtrial: autoDraw = False
70.8669 	EXP 	trial_text: autoDraw = True
71.5722 	DATA 	Keypress: left
72.1500 	EXP 	trial_text: autoDraw = False
73.0349 	EXP 	New trial (rep=0, index=8): OrderedDict([('word', 'XANH DƯƠNG'), ('color', 'BLUE'), ('congruent', 1), ('corrans', 'down')])
73.0412 	EXP 	window1: recordFrameIntervals = False
73.0509 	EXP 	trial_text: autoDraw = False
73.0509 	EXP 	fixationtrial: autoDraw = False
73.0509 	EXP 	trial_display: autoDraw = False
73.0509 	EXP 	trial_text: color = 'BLUE (named)'
73.0509 	EXP 	trial_text: text = 'XANH DƯƠNG'
73.0509 	EXP 	trial_display: color = 'white (named)'
73.0509 	EXP 	trial_display: pos = array([-0.8,  0.8])
73.0509 	EXP 	trial_display: text = 'Trial Session'
73.0509 	EXP 	trial_display: font = 'Arial'
73.0509 	EXP 	trial_display: height = 0.1
73.0509 	EXP 	fixationtrial: autoDraw = True
73.0509 	EXP 	trial_display: autoDraw = True
73.0509 	EXP 	trial_display: text = 'Trial Session'
73.0518 	EXP 	window1: recordFrameIntervals = False
73.8500 	EXP 	fixationtrial: autoDraw = False
73.8668 	EXP 	trial_text: autoDraw = True
74.7704 	DATA 	Keypress: down
75.1493 	EXP 	trial_text: autoDraw = False
76.0341 	EXP 	New trial (rep=0, index=9): OrderedDict([('word', 'ĐỎ'), ('color', 'RED'), ('congruent', 1), ('corrans', 'left')])
76.0374 	EXP 	window1: recordFrameIntervals = False
76.0491 	EXP 	trial_text: autoDraw = False
76.0491 	EXP 	fixationtrial: autoDraw = False
76.0491 	EXP 	trial_display: autoDraw = False
76.0491 	EXP 	trial_text: color = 'RED (named)'
76.0491 	EXP 	trial_text: text = 'ĐỎ'
76.0491 	EXP 	trial_display: color = 'white (named)'
76.0491 	EXP 	trial_display: pos = array([-0.8,  0.8])
76.0491 	EXP 	trial_display: text = 'Trial Session'
76.0491 	EXP 	trial_display: font = 'Arial'
76.0491 	EXP 	trial_display: height = 0.1
76.0491 	EXP 	fixationtrial: autoDraw = True
76.0491 	EXP 	trial_display: autoDraw = True
76.0491 	EXP 	trial_display: text = 'Trial Session'
76.0494 	EXP 	window1: recordFrameIntervals = False
76.8488 	EXP 	fixationtrial: autoDraw = False
76.8655 	EXP 	trial_text: autoDraw = True
77.5206 	DATA 	Keypress: left
78.1488 	EXP 	trial_text: autoDraw = False
79.0742 	EXP 	trial_text: autoDraw = False
79.0742 	EXP 	fixationtrial: autoDraw = False
79.0742 	EXP 	trial_display: autoDraw = False
79.0742 	EXP 	rest_text: text = '+'
79.0742 	EXP 	rest_display: color = 'white (named)'
79.0742 	EXP 	rest_display: pos = array([-0.8,  0.8])
79.0742 	EXP 	rest_display: text = 'Rest Session'
79.0742 	EXP 	rest_display: font = 'Arial'
79.0742 	EXP 	rest_display: height = 0.1
79.0742 	EXP 	rest_text: autoDraw = True
79.0742 	EXP 	rest_display: autoDraw = True
79.0742 	EXP 	rest_display: text = 'Rest Session'
109.0396 	EXP 	Imported Stroopmain-short-inverse5eventx3.xlsx as conditions, 5 conditions, 4 params
109.0399 	EXP 	Created sequence: random, trialTypes=5, nReps=6, seed=None
109.0402 	EXP 	New trial (rep=0, index=0): OrderedDict([('word', 'ĐỎ'), ('color', 'YELLOW'), ('congruent', 0), ('corrans', 'left')])
109.0770 	EXP 	rest_text: autoDraw = False
109.0770 	EXP 	rest_display: autoDraw = False
109.0770 	EXP 	text_2: color = 'YELLOW (named)'
109.0770 	EXP 	text_2: text = 'ĐỎ'
109.0770 	EXP 	task_display: color = 'white (named)'
109.0770 	EXP 	task_display: pos = array([-0.8,  0.8])
109.0770 	EXP 	task_display: text = 'Task session'
109.0770 	EXP 	task_display: font = 'Arial'
109.0770 	EXP 	task_display: height = 0.1
109.0770 	EXP 	fixationmain: autoDraw = True
109.0770 	EXP 	task_display: autoDraw = True
109.0770 	EXP 	task_display: text = 'Task session'
109.8596 	EXP 	text_2: autoDraw = True
109.8596 	EXP 	fixationmain: autoDraw = False
110.8135 	DATA 	Keypress: up
111.1589 	EXP 	text_2: autoDraw = False
112.0274 	EXP 	New trial (rep=0, index=1): OrderedDict([('word', 'VÀNG'), ('color', 'RED'), ('congruent', 0), ('corrans', 'up')])
112.0423 	EXP 	text_2: autoDraw = False
112.0423 	EXP 	fixationmain: autoDraw = False
112.0423 	EXP 	task_display: autoDraw = False
112.0423 	EXP 	text_2: color = 'RED (named)'
112.0423 	EXP 	text_2: text = 'VÀNG'
112.0423 	EXP 	task_display: color = 'white (named)'
112.0423 	EXP 	task_display: pos = array([-0.8,  0.8])
112.0423 	EXP 	task_display: text = 'Task session'
112.0423 	EXP 	task_display: font = 'Arial'
112.0423 	EXP 	task_display: height = 0.1
112.0423 	EXP 	fixationmain: autoDraw = True
112.0423 	EXP 	task_display: autoDraw = True
112.0423 	EXP 	task_display: text = 'Task session'
112.8419 	EXP 	fixationmain: autoDraw = False
112.8584 	EXP 	text_2: autoDraw = True
113.9123 	DATA 	Keypress: left
114.1418 	EXP 	text_2: autoDraw = False
115.0280 	EXP 	New trial (rep=0, index=2): OrderedDict([('word', 'XANH DƯƠNG'), ('color', 'GREEN'), ('congruent', 1), ('corrans', 'down')])
115.0434 	EXP 	task_display: autoDraw = False
115.0434 	EXP 	text_2: autoDraw = False
115.0434 	EXP 	fixationmain: autoDraw = False
115.0434 	EXP 	task_display: autoDraw = False
115.0434 	EXP 	text_2: color = 'GREEN (named)'
115.0434 	EXP 	text_2: text = 'XANH DƯƠNG'
115.0434 	EXP 	task_display: color = 'white (named)'
115.0434 	EXP 	task_display: pos = array([-0.8,  0.8])
115.0434 	EXP 	task_display: text = 'Task session'
115.0434 	EXP 	task_display: font = 'Arial'
115.0434 	EXP 	task_display: height = 0.1
115.0434 	EXP 	fixationmain: autoDraw = True
115.0434 	EXP 	task_display: autoDraw = True
115.0434 	EXP 	task_display: text = 'Task session'
115.8414 	EXP 	fixationmain: autoDraw = False
115.8580 	EXP 	text_2: autoDraw = True
116.6129 	DATA 	Keypress: right
117.1411 	EXP 	text_2: autoDraw = False
118.0275 	EXP 	New trial (rep=0, index=3): OrderedDict([('word', 'XANH LÁ'), ('color', 'BLUE'), ('congruent', 1), ('corrans', 'right')])
118.0429 	EXP 	task_display: autoDraw = False
118.0429 	EXP 	text_2: autoDraw = False
118.0429 	EXP 	fixationmain: autoDraw = False
118.0429 	EXP 	task_display: autoDraw = False
118.0429 	EXP 	text_2: color = 'BLUE (named)'
118.0429 	EXP 	text_2: text = 'XANH LÁ'
118.0429 	EXP 	task_display: color = 'white (named)'
118.0429 	EXP 	task_display: pos = array([-0.8,  0.8])
118.0429 	EXP 	task_display: text = 'Task session'
118.0429 	EXP 	task_display: font = 'Arial'
118.0429 	EXP 	task_display: height = 0.1
118.0429 	EXP 	fixationmain: autoDraw = True
118.0429 	EXP 	task_display: autoDraw = True
118.0429 	EXP 	task_display: text = 'Task session'
118.8405 	EXP 	fixationmain: autoDraw = False
118.8575 	EXP 	text_2: autoDraw = True
119.6623 	DATA 	Keypress: down
120.1402 	EXP 	text_2: autoDraw = False
121.0261 	EXP 	New trial (rep=0, index=4): OrderedDict([('word', 'ĐỎ'), ('color', 'RED'), ('congruent', 1), ('corrans', 'left')])
121.0402 	EXP 	task_display: autoDraw = False
121.0402 	EXP 	text_2: autoDraw = False
121.0402 	EXP 	fixationmain: autoDraw = False
121.0402 	EXP 	task_display: autoDraw = False
121.0402 	EXP 	text_2: color = 'RED (named)'
121.0402 	EXP 	text_2: text = 'ĐỎ'
121.0402 	EXP 	task_display: color = 'white (named)'
121.0402 	EXP 	task_display: pos = array([-0.8,  0.8])
121.0402 	EXP 	task_display: text = 'Task session'
121.0402 	EXP 	task_display: font = 'Arial'
121.0402 	EXP 	task_display: height = 0.1
121.0402 	EXP 	fixationmain: autoDraw = True
121.0402 	EXP 	task_display: autoDraw = True
121.0402 	EXP 	task_display: text = 'Task session'
121.8400 	EXP 	fixationmain: autoDraw = False
121.8565 	EXP 	text_2: autoDraw = True
122.2780 	DATA 	Keypress: left
123.1399 	EXP 	text_2: autoDraw = False
124.0262 	EXP 	New trial (rep=1, index=0): OrderedDict([('word', 'ĐỎ'), ('color', 'YELLOW'), ('congruent', 0), ('corrans', 'left')])
